2024-09-28 22:39:55.797 | INFO     | tools.handle_replacement:replace_data:20 - -----data_replacement_start------
2024-09-28 22:39:55.798 | INFO     | tools.handle_replacement:replace_data:21 - the original data will be replaced is:{"Content-Type":"application/json","Authorization": "#token_type##access_token#"}
2024-09-28 22:39:55.798 | INFO     | tools.handle_replacement:replace_data:22 - the key needs to be replaced are ['token_type', 'access_token'] 
2024-09-28 22:39:55.798 | INFO     | tools.handle_replacement:replace_data:42 - the placeholder has been replaced to {"Content-Type":"application/json","Authorization": "bearer5f899c19-34ed-4b73-99ed-b33952e3ff67"}
2024-09-28 22:39:55.798 | INFO     | tools.handle_request_api:requests_api:23 - Header after replacement: {"Content-Type":"application/json","Authorization": "bearer5f899c19-34ed-4b73-99ed-b33952e3ff67"}
2024-09-28 22:39:55.798 | INFO     | tools.handle_replacement:replace_data:20 - -----data_replacement_start------
2024-09-28 22:39:55.798 | INFO     | tools.handle_replacement:replace_data:21 - the original data will be replaced is:{"addrId": 0, "basketIds":[#basketId#], "couponIds": [], "isScorePay": 0, "userChangeCoupon": 0,       "userUseScore": 0}
2024-09-28 22:39:55.798 | INFO     | tools.handle_replacement:replace_data:22 - the key needs to be replaced are ['basketId'] 
2024-09-28 22:39:55.798 | INFO     | tools.handle_replacement:replace_data:42 - the placeholder has been replaced to {"addrId": 0, "basketIds":[20985], "couponIds": [], "isScorePay": 0, "userChangeCoupon": 0,       "userUseScore": 0}
2024-09-28 22:39:55.798 | INFO     | tools.handle_request_api:requests_api:25 - parameter after replacement is: {"addrId": 0, "basketIds":[20985], "couponIds": [], "isScorePay": 0, "userChangeCoupon": 0,       "userUseScore": 0}
2024-09-28 22:39:55.798 | INFO     | tools.handle_request_api:requests_api:51 - URL: http://shop.lemonban.com:8107/p/order/confirm
2024-09-28 22:39:55.798 | INFO     | tools.handle_request_api:requests_api:52 - Method: POST
2024-09-28 22:39:55.798 | INFO     | tools.handle_request_api:requests_api:53 - Headers: {'Content-Type': 'application/json', 'Authorization': 'bearer5f899c19-34ed-4b73-99ed-b33952e3ff67'}
2024-09-28 22:39:55.798 | INFO     | tools.handle_request_api:requests_api:54 - Params: {'addrId': 0, 'basketIds': [20985], 'couponIds': [], 'isScorePay': 0, 'userChangeCoupon': 0, 'userUseScore': 0}
2024-09-28 22:39:56.680 | INFO     | tools.handle_request_api:requests_api:96 - ---response message------
2024-09-28 22:39:56.680 | INFO     | tools.handle_request_api:requests_api:97 - response status code:200
